m_H^v,m_A^v,m_L^v,share_H,share_L,share_A,mean_c_T,mean_v_T,mean_cumulative_u,regime,seconds
0.8,0.6,0.0,0.0,0.0,1.0,0.44999999999718276,0.5999999999929573,674.7806684252805,mostly A,11.161892875000035
0.8,0.65,0.0,0.0,0.0,1.0,0.44999999999718276,0.6499999999915486,684.7231633309689,mostly A,11.276892583000006
0.8,0.7,0.0,0.0,0.0,1.0,0.44999999999718276,0.6999999999901398,694.6656582366575,mostly A,11.258244791000038
0.8,0.75,0.0,0.0,0.0,1.0,0.44999999999718276,0.7499999999887313,704.6081531423458,mostly A,11.249667041999999
0.8,0.8,0.0,0.0,0.0,1.0,0.44999999999718276,0.7999999999873226,714.5506480480343,mostly A,10.989193209000007
0.8,0.85,0.0,0.0,0.0,1.0,0.44999999999718276,0.8499999999859139,724.493142953723,mostly A,11.320037124999999
0.8,0.9,0.0,0.0,0.0,1.0,0.44999999999718276,0.8999999999845052,734.4356378594115,mostly A,11.300363291999986
0.8,0.95,0.0,0.0,0.0,1.0,0.44999999999718276,0.9499999999830966,744.3781327651,mostly A,11.38028054099999
0.8,1.0,0.0,0.0,0.0,1.0,0.44999999999718276,0.9999999999816879,754.3206276707882,mostly A,11.149085333000016
0.9,0.0,0.0,0.90172,0.0,0.09828,0.9885987507315684,0.8813434103024913,636.4486110326638,mostly H,10.751124624999989
0.9,0.05,0.0,0.89511,0.0,0.10489,0.9868882652661778,0.8797364099696258,636.6970582982328,mostly H,10.770927749999998
0.9,0.1,0.0,0.88753,0.0,0.11247,0.9845602123247099,0.8775421270289004,636.9798039828718,mostly H,10.798868459000005
0.9,0.15,0.0,0.87855,0.0,0.12145,0.9820880220882429,0.8755745755843526,637.3037689267311,mostly H,10.59494295899998
0.9,0.2,0.0,0.86768,0.0,0.13232,0.9784169051841755,0.872530606605853,637.6965626510739,mostly H,10.970841874999962
0.9,0.25,0.0,0.85486,0.0,0.14514,0.9733610674166797,0.86851762513495,638.1794935830831,mostly H,10.970593750000035
0.9,0.3,0.0,0.83832,0.0,0.16168,0.9666244933270491,0.8635903563612627,638.7604012263504,mostly H,10.986881583999946
0.9,0.35,0.0,0.8162,0.0,0.1838,0.9558143155148418,0.8558143155176591,639.5228188426815,mostly H,10.836679875000073
0.9,0.4,0.0,0.78473,0.0,0.21527,0.9338977208856706,0.8399070189881257,640.6262315117776,mixed H/A,10.964437167000028
0.9,0.45,0.0,0.72981,0.0,0.27019,0.8850932251364045,0.8059853660201823,642.494493379568,mixed H/A,11.008802875000015
0.9,0.5,0.0,0.0,0.0,1.0,0.44999999999718276,0.49999999999577405,654.8956786139033,mostly A,11.4434940000001
0.9,0.55,0.0,0.0,0.0,1.0,0.44999999999718276,0.5499999999943653,664.8381735195923,mostly A,11.287959708000017
0.9,0.6,0.0,0.0,0.0,1.0,0.44999999999718276,0.5999999999929573,674.7806684252805,mostly A,11.88655883399997
0.9,0.65,0.0,0.0,0.0,1.0,0.44999999999718276,0.6499999999915486,684.7231633309689,mostly A,12.040273542000023
0.9,0.7,0.0,0.0,0.0,1.0,0.44999999999718276,0.6999999999901398,694.6656582366575,mostly A,12.081096916999968
0.9,0.75,0.0,0.0,0.0,1.0,0.44999999999718276,0.7499999999887313,704.6081531423458,mostly A,11.824116582999977
0.9,0.8,0.0,0.0,0.0,1.0,0.44999999999718276,0.7999999999873226,714.5506480480343,mostly A,11.571789249999938
0.9,0.85,0.0,0.0,0.0,1.0,0.44999999999718276,0.8499999999859139,724.493142953723,mostly A,11.55460795800002
0.9,0.9,0.0,0.0,0.0,1.0,0.44999999999718276,0.8999999999845052,734.4356378594115,mostly A,11.599092458000086
0.9,0.95,0.0,0.0,0.0,1.0,0.44999999999718276,0.9499999999830966,744.3781327651,mostly A,11.401035874999934
0.9,1.0,0.0,0.0,0.0,1.0,0.44999999999718276,0.9999999999816879,754.3206276707882,mostly A,11.65017750000004
1.0,0.0,0.0,0.86542,0.0,0.13458,0.9773660921638665,0.9588474403129217,640.575501035283,mostly H,11.205179583000017
1.0,0.05,0.0,0.85693,0.0,0.14307,0.9740634457255236,0.9552004971755856,641.0360361329579,mostly H,11.217440583000098
1.0,0.1,0.0,0.84765,0.0,0.15235,0.9701360603809444,0.9511317351804708,641.5579041071811,mostly H,11.215692791000038
1.0,0.15,0.0,0.83758,0.0,0.16242,0.9659169636580096,0.947326216572367,642.12932319733,mostly H,11.357333999999923
1.0,0.2,0.0,0.82552,0.0,0.17448,0.9600773793428039,0.9419307335978567,642.8104188938476,mostly H,11.375242666999952
